"assessid","stockid","scientificname","stocklong","Fmsy","Ftype","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","minratio"
"AFSC-NROCKGA-1959-2008-MELNYCHUK","NROCKGA","Sebastes polyspinis","Northern rockfish Gulf of Alaska","0.073","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0684931506849315,0.273972602739726,0.616438356164384,1.21917808219178,2.04109589041096,1.35616438356164,0.89041095890411,0.808219178082192,0.63013698630137,0.410958904109589,0.753424657534247,0.808219178082192,0.63013698630137,0.589041095890411,0.602739726027397,0.547945205479452,0.150684931506849,0.123287671232877,0.136986301369863,0.164383561643836,0.287671232876712,0.753424657534247,0.684931506849315,0.178082191780822,0.0273972602739726,0.0410958904109589,0.0684931506849315,0.150684931506849,0.191780821917808,0.219178082191781,0.561643835616438,0.972602739726027,0.602739726027397,0.753424657534247,0.726027397260274,0.452054794520548,0.397260273972603,0.424657534246575,0.794520547945206,0.506849315068493,0.493150684931507,0.534246575342466,0.84931506849315,0.767123287671233,0.780821917808219,0.821917808219178,0.657534246575343,NA,0.0273972602739726
"AFSC-NRSOLEEBSAI-1971-2008-STANTON","NRSOLEEBSAI","Lepidopsetta polyxystra","Northern rock sole Eastern Bering Sea and Aleutian Islands","0.183","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.841530054644809,0.639344262295082,0.295081967213115,0.344262295081967,0.256830601092896,0.360655737704918,0.344262295081967,0.409836065573771,0.426229508196721,1.11475409836066,0.497267759562842,0.442622950819672,0.770491803278688,1.45355191256831,1.01639344262295,0.420765027322404,0.601092896174863,0.475409836065574,0.448087431693989,0.355191256830601,0.306010928961749,0.218579234972678,0.295081967213115,0.142076502732240,0.169398907103825,0.207650273224044,0.125683060109290,0.191256830601093,0.169398907103825,0.245901639344262,0.19672131147541,0.207650273224044,0.213114754098361,NA,0.125683060109290
"AFSC-PCODBSAI-1964-2008-MELNYCHUK","PCODBSAI","Gadus macrocephalus","Pacific cod Bering Sea and Aleutian Islands","0.219245","Fox Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198188937451044,0.232556531465475,0.170620440549413,0.158955377426711,0.150908774648218,0.139239120281372,0.194684220852896,0.252544297310883,0.290169672690152,0.283467498424819,0.328796928434610,0.434067194166347,0.418701983125806,0.464824521265859,0.639827892068925,0.654075847347163,0.522981116513129,0.578366185639063,0.702988189731135,0.69941727311729,0.775913844290945,0.608238932017049,0.521251018699991,0.546082130658129,0.490853570523461,0.5286721727215,0.558694115768057,0.598090436959858,0.62841639182137,0.657604059789627,0.679564649855958,NA,NA
"AFSC-PCODGA-1964-2008-MELNYCHUK","PCODGA","Gadus macrocephalus","Pacific cod Gulf of Alaska","0.187923","Fox Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0927807932567621,0.44164761461264,0.4394682583889,0.835398052236477,0.776536158186554,0.588805219084413,0.675903934760639,0.41693148628823,0.232497816300477,0.365534792076272,0.448604596908413,0.44875554329973,0.567750871509292,0.962251163328858,1.08402664484098,1.20657541535451,0.88218201584436,0.729307194492821,1.02516138986919,1.03478315331364,1.17855746273195,1.15053176979131,1.35175281783922,1.19813639569871,0.971395033384947,1.01568405861771,0.98095426765476,1.03036376901533,0.926746017061091,0.907221202277766,0.878538746379427,NA,NA
"AFSC-PERCHEBSAI-1974-2009-STANTON","PERCHEBSAI","Sebastes alutus","Pacific Ocean perch Eastern Bering Sea and Aleutian Islands","0.111982","Fox Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01502352139065,0.782314959872112,0.74138155091442,0.488982465741411,0.43331952531891,0.0970528049380467,0.0483993393273808,0.0548572972668206,0.0152001513523299,0.0473386439889787,0.091534945265146,0.120411529912119,0.175254480759211,0.532284945493406,0.215592713456559,0.343129276557442,0.415997714841032,0.299042121805457,0.268896326825937,0.361636486155688,0.307257145998954,0.237289201463203,0.293115539787694,0.222060393770198,0.212749418365607,0.249777313114259,0.326257978856504,0.263814794625939,0.229893845983447,0.280756342744008,0.400712664341674,0.276605822701668,0.0152001513523299
"AFSC-POPERCHGA-1959-2008-MELNYCHUK","POPERCHGA","Sebastes alutus","Pacific ocean perch Gulf of Alaska","0.073","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575342465753425,1.98630136986301,2.63013698630137,5.97260273972603,11.1780821917808,5.67123287671233,4.67123287671233,4.86301369863014,3.79452054794521,2.61643835616438,4.46575342465753,5.19178082191781,4,4.6027397260274,5.93150684931507,7.08219178082192,4.65753424657534,2,2.20547945205479,3.19178082191781,3.61643835616438,2.02739726027397,1.01369863013699,0.835616438356164,0.191780821917808,0.493150684931507,0.972602739726027,1.80821917808219,2.61643835616438,3.02739726027397,1.45205479452055,1.09589041095890,0.287671232876712,0.164383561643836,0.465753424657534,0.643835616438356,0.726027397260274,0.684931506849315,0.808219178082192,0.780821917808219,0.835616438356164,0.863013698630137,0.726027397260274,0.753424657534247,0.726027397260274,0.821917808219178,0.726027397260274,NA,0.164383561643836
"AFSC-RKCRABBB-1960-2008-JENSEN","RKCRABBB","Paralithodes camtschaticus","Red king crab Bristol Bay","0.123553","Fox Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5455235104931,0.992348109028343,0.94244924004043,0.608678072519841,0.720085842781605,1.54794029379072,1.40292587653353,0.864791435014672,1.51081739831011,0.0258103183504938,0.0229161397108998,0.612917966763425,0.606666668458768,1.12077116005654,0.746952794435832,0.521889025460359,0.545574201499694,0.530456138313386,0.849651032075856,0.725779500610494,0.88990859517758,0.639811395535081,0.820633438221643,NA,NA
"AFSC-SABLEFEBSAIGA-1956-2008-MELNYCHUK","SABLEFEBSAIGA","Anoplopoma fimbria","Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","0.101","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108910891089109,0.524752475247525,0.900990099009901,0.554455445544554,0.198019801980198,0.217821782178218,0.386138613861386,0.445544554455445,0.693069306930693,0.861386138613861,0.96039603960396,1.22772277227723,1.71287128712871,1.38613861386139,1.43564356435644,1.36633663366337,1.63366336633663,1.28712871287129,0.663366336633663,0.673267326732673,0.584158415841584,0.633663366336634,0.504950495049505,0.475247524752475,0.514851485148515,0.435643564356436,0.821782178217822,1.06930693069307,1.15841584158416,1.12871287128713,1.12871287128713,1.05940594059406,1.02970297029703,1.10891089108911,1.14851485148515,0.96039603960396,0.821782178217822,0.732673267326733,0.732673267326733,0.732673267326733,0.861386138613861,0.762376237623762,0.742574257425742,0.801980198019802,0.792079207920792,0.712871287128713,0.693069306930693,0.683168316831683,0.663366336633663,0.108910891089109
"AFSC-SNOWCRABBS-1979-2008-JENSEN","SNOWCRABBS","Chionoecetes opilio","Snow crab Bering Sea","0.0729581","Fox Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729611643546379,1.04554544870144,1.08958934747768,0.55720303375428,0.423830881291038,0.381492969600569,0.864617686112209,1.03725509253237,0.967772557615122,1.11310708132650,1.16857857174485,1.2668718156337,2.87959716186035,3.28024597120670,2.68734238021441,1.80727532303139,0.956891229787575,0.830868535524804,1.58750601433961,4.3974354071173,5.17473461460148,1.00617248239573,0.817127611371897,1.11668039668761,0.90859186314405,0.647459718976428,0.599465206083276,0.811152792763163,0.757767950345758,1.33878837260142,0.381492969600569
"AFSC-SRAKEROCKBSAI-1977-2008-STANTON","SRAKEROCKBSAI","Sebastes borealis","Shortraker rockfish Bering Sea and Aleutian Islands","0.0225","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24444444444444,1.24444444444444,0.977777777777778,0.355555555555556,0.133333333333333,0.0444444444444444,0.0444444444444444,0.0888888888888889,0.133333333333333,0.311111111111111,1.11111111111111,0.755555555555556,0.622222222222222,0.755555555555556,0.4,0.355555555555556,0.4,0.222222222222222,0.4,0.355555555555556,0.666666666666667,0.4,0.711111111111111,0.533333333333333,0.533333333333333,0.4,0.533333333333333,0.8,0.355555555555556,0.0444444444444444
"AFSC-TANNERCRABBSAI-1965-2008-JENSEN","TANNERCRABBSAI","Chionoecetes bairdi","Tanner crab Bering Sea and Aleutian Islands","0.355354","Fox Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14881115843373,0.761043621996784,0.396729148809656,1.08526532323869,1.16216209869737,1.41733339029872,1.88143897608607,0.84276890745643,0.427207111130304,0.282217625479774,0.182608664551084,0.504702296868826,0.220856769272841,0.243698120312231,0.409350100055941,0.468073308102818,0.75009810815764,1.28145105850472,1.06810929019935,0.872012696589076,0.813771983019988,0.66182720553411,0.617717514906957,0.272956882437477,0.494978604176748,0.465694250652039,0.109369125801461,0.0724033176456841,0.100528798828873,0.135388366708153,0.127749732410224,0.083902074347476,0.126581400087826,0.237354695153202,0.150021451941492,NA,NA
"AFSC-WPOLLAI-1976-2008-MELNYCHUK","WPOLLAI","Theragra chalcogramma","Walleye pollock Aleutian Islands","0.357","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0476190476190476,0.0700280112044818,0.341736694677871,0.204481792717087,0.249299719887955,0.198879551820728,0.218487394957983,0.215686274509804,0.109243697478992,0.092436974789916,0.176470588235294,0.0476190476190476,0.38655462184874,0.624649859943978,0.439775910364146,0.484593837535014,0.627450980392157,0.781512605042017,0.490196078431373,0.512605042016807,0.53781512605042,0.0252100840336134,0.0280112044817927,0.0196078431372549,0.0252100840336134,0.0420168067226891,0.0252100840336134,0.0364145658263305,0.0364145658263305,0.0476190476190476,0.0224089635854342,0.0196078431372549
"AFSC-WPOLLEBS-1963-2008-MELNYCHUK","WPOLLEBS","Theragra chalcogramma","Walleye pollock Eastern Bering Sea","0.321603","Fox Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.340821991710276,0.351012985787734,0.407377888797374,0.52854837386793,0.609724925626081,0.53598474762003,0.65031228361948,0.802935761560025,0.921653168393242,1.19654119497644,1.60952256227492,1.28435525493389,1.09452832806406,0.910828411739315,0.951113677010422,0.941595895327217,0.73681962721651,0.392916695286765,0.338437566560825,0.311275389667406,0.356762106746292,0.300265683738464,0.320626648692092,0.227777745036772,0.347202311483435,0.410230409766398,0.616039706828798,0.665075142339434,0.482169106028311,0.369124351705151,0.383371585618643,0.309435878791405,0.342492586427035,0.371831258671291,0.361676199661568,0.29653698422089,0.370626752131274,0.47012250053485,0.481740994218912,0.414349760159737,0.448126855210173,0.547562394178144,0.728941126161278,0.841135390543574,0.736481224656567,0.227777745036772
"AFSC-YSOLEBSAI-1959-2008-MELNYCHUK","YSOLEBSAI","Limanda aspera","Yellowfin sole Bering Sea and Aleutian Islands","0.13","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.30769230769231,1.30769230769231,2.15384615384615,3.46153846153846,1.84615384615385,4.15384615384615,4,6.38461538461538,2.15384615384615,3.15384615384615,1.30769230769231,1.38461538461538,0.846153846153846,0.615384615384615,1.15384615384615,0.692307692307692,0.538461538461539,0.538461538461539,0.461538461538462,0.461538461538462,0.692307692307692,1,0.923076923076923,0.846153846153846,1.07692307692308,0.769230769230769,0.384615384615385,0.384615384615385,0.692307692307692,0.461538461538462,0.615384615384615,0.538461538461539,0.615384615384615,0.846153846153846,0.538461538461539,0.384615384615385,0.461538461538462,0.307692307692308,0.384615384615385,0.384615384615385,0.384615384615385,0.538461538461539,0.538461538461539,0.692307692307692,0.615384615384615,0.307692307692308
"AFWG-CAPENOR-1965-2007-MINTO","CAPENOR","Mallotus villosus","Capelin Barents Sea","0.184858","Fox Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47693632470507,1.09007073335178,0.872852364798401,0.880483361110656,1.84526971620548,2.58368221462327,1.69385722729565,1.46673376097531,1.08467586510677,2.39326830168603,2.26416679838929,2.67303789518893,2.41898776403927,4.31968353480858,4.23806105467905,0,0,0,0,0.756052206457958,1.13106184918331,3.19878986613326,0,0,0,0.00624660231683482,0.00290836430450481,0.222253141967507,0.58321792943773,0.882939287477944,1.64178181899893,2.17927892142695,0,0.0144640577710667,0,NA,NA,0
"AFWG-CODCOASTNOR-1982-2006-MINTO","CODCOASTNOR","Gadus morhua","Atlantic cod coastal Norway","0.174385","Fox Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38308223419364,1.47160852568608,1.35910577202484,1.37110563674946,1.47219972704386,1.17372137798403,0.76491628385806,0.576306543326298,0.82646673733328,0.996501379822557,1.03209748029159,1.23470034589234,1.31051537209446,1.73873786871658,1.61510179961323,1.46770599697192,1.44908114248243,1.25785353346814,1.46583583239007,1.88838010537805,1.37969373898767,1.52575545901395,1.76345630412553,NA,NA,0.576306543326298
"AFWG-CODNEAR-1943-2006-MINTO","CODNEAR","Gadus morhua","Atlantic cod Northeast Arctic","0.255697","Fox Fmsy",1.01151546533371,1.02992407908738,1.00626821304104,0.764663664927523,0.799778395222069,1.28686188932177,1.64666287695805,1.24187693867688,1.39024160207897,1.20541288942021,1.18623220034151,1.43325639743647,1.81707629227686,1.73735206604892,1.2453517798113,1.20779884773128,0.860498385492627,0.78515429261669,1.24004966667733,1.66888398634375,1.77373554441383,1.67277165398354,1.36334282285255,1.29065491832989,1.92787829178871,1.59200218051932,1.75652364203358,1.81495640217882,1.73325536523605,1.54605181283751,1.72230205788439,1.58651613795793,1.89447185910665,1.53534855192708,1.32811246042161,1.25767256253144,1.29996619153623,1.81635117999425,1.85807951246962,1.46041583815611,0.861255261464374,0.799258930661535,1.04971733990939,0.963800721828874,1.39869489629434,1.58458935980277,1.6980252322286,1.94668908227360,1.88568067755706,1.72469000124522,1.47499998098982,1.21038748467530,1.35091529708265,1.33888671163932,1.50920447921858,1.61615513591715,1.59436982464969,NA,NA,0.764663664927523
"AFWG-GHALNEAR-1959-2007-JENNINGS","GHALNEAR","Reinhardtius hippoglossoides","Greenland halibut Northeast Arctic","0.133269","Fox Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75254854680271,1.52170773573268,1.08828959168302,0.868635671751978,0.803563426828225,1.19771825665083,2.14965704471107,2.44235793649974,1.64630058496827,1.24590771435005,1.63668469256655,1.87543837727221,2.14647565801106,2.14579503064174,2.11945229391914,1.23815888941778,1.15771489425758,1.22423244817750,1.43635382035963,1.59915591128299,1.76229382702912,1.62252095979430,1.87711550471181,1.69076733911691,1.73850738907712,1.71077823956849,2.23856225121151,3.47120711616986,1.43321217502100,1.73005455192413,1.33521838266288,1.49674434621603,1.58946468727118,0.987511802127668,1.10907435088375,1.76178239083064,1.29117722423835,1.36846770052878,1.11758218027008,1.06794573600940,1.29509355374365,1.34917314352944,1.20276588235716,NA,NA,0.803563426828225
"AFWG-HADNEAR-1947-2006-MINTO","HADNEAR","Melanogrammus aeglefinus","Haddock Northeast Arctic","0.330873","Fox Fmsy",1.70939148829968,1.06925562463462,1.71135987400615,0.771438973431152,0.925885215829226,1.30994121875254,1.42380183598311,1.21022550556227,1.31453681679765,0.794166143955853,1.24995761512264,1.58663268861331,1.74313747589717,1.53877782651991,1.07613357404690,1.07116037209431,1.34583043157562,0.942640588580722,1.38768859293726,1.23833954146147,1.01112107575970,0.753202423583901,1.40149950816919,1.75748451292825,1.22101745942212,1.23146467024199,1.57284070674553,1.80592534195174,1.46069197183947,1.26891368220316,1.01995383535616,1.07304459743744,0.869348541022601,0.877789471765243,0.939662353787258,0.809441458441998,0.929252043852848,1.45321869595906,1.12838710429051,0.853391425648561,0.486477134267419,0.564659695184112,0.674915289043488,0.558274246205575,0.732204339296998,0.78005776399041,1.09727151980263,1.27479912059448,1.13063792909796,0.92666012572175,0.775924909190387,0.712762650673421,0.731059968801191,0.764281621287179,0.917925182394224,0.85650040571846,1.07728921054721,NA,NA,0.486477134267419
